feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
79.977,76.004,77.877,65.832,90.0,65.709,-524.033,-992.843,-0.462,G
77.12,75.708,74.823,65.664,90.0,67.987,-528.683,-161.053,1.64,G
77.472,75.572,74.699,65.272,90.0,66.728,-868.413,-616.274,0.537,G
77.715,78.491,76.831,65.185,90.0,67.563,-543.427,-366.926,1.708,G
77.153,77.29,75.723,66.117,90.0,65.01,-645.089,-688.965,3.042,G
77.323,77.471,62.245,63.232,7.58,71.01,-2.193,-621.263,-4.0,H
79.529,76.563,63.658,64.759,7.648,70.223,-0.219,-797.569,-2.382,H
76.074,76.172,62.074,64.106,51.775,70.471,-3.208,-282.677,-0.084,H
78.913,74.93,63.789,64.81,54.98,70.983,-2.526,-672.834,-1.682,H
77.212,75.194,61.948,63.133,7.644,68.308,-2.607,-831.688,-0.377,H
78.874,74.304,63.159,62.493,40.463,71.744,-0.716,-43.773,-2.774,H
79.034,76.167,64.466,65.74,87.326,68.239,1.321,-825.385,-2.406,H
79.74,74.935,61.627,64.418,89.485,68.367,1.924,-267.217,-0.023,H
77.381,76.114,61.605,65.339,71.884,69.441,-2.506,-205.487,-0.034,H
76.441,75.909,63.722,62.086,28.778,71.199,-0.48,-810.902,-2.239,H
76.102,76.788,63.336,63.855,5.849,68.724,-2.908,-519.379,-0.361,H
79.618,74.787,62.076,64.459,53.859,69.011,-3.135,-428.256,-1.484,H
77.85,77.358,62.788,62.655,77.881,68.583,-0.429,-272.794,-0.28,H
77.369,76.412,63.821,64.141,58.95,71.432,2.738,-162.431,-3.676,H
76.599,76.95,62.888,62.703,51.521,71.592,2.189,-572.105,-3.412,H
77.931,74.563,61.161,65.202,0.196,70.8,0.194,-190.726,-2.495,H
78.846,75.157,63.115,62.016,70.043,68.147,-0.993,-129.659,-1.95,H
76.994,77.442,64.941,63.514,7.173,71.089,-0.712,-616.278,-3.874,H
77.325,76.814,62.248,65.611,72.716,70.004,-3.073,-114.49,-3.107,H
79.322,74.356,61.571,64.231,35.723,71.465,-0.225,-383.863,-0.539,H
76.685,74.701,64.504,63.098,41.089,68.574,-2.476,-953.635,-0.503,H
79.303,76.425,61.123,62.76,3.091,69.96,-3.111,-604.042,-1.58,H
78.79,77.957,61.869,62.362,87.906,69.271,-3.109,-707.008,-3.74,H
77.228,76.232,62.68,63.414,9.581,70.661,-2.066,-366.562,-0.853,H
77.521,77.927,64.16,63.524,28.349,71.327,1.851,-563.075,-0.135,H
79.375,75.685,61.381,64.081,13.713,71.783,2.616,-935.131,-3.214,H
76.416,75.597,63.824,65.244,75.632,70.092,2.787,-397.414,-0.029,H
76.269,74.756,63.269,64.699,25.527,70.657,2.772,-757.308,-1.055,H
79.743,74.553,64.416,62.762,5.507,69.615,2.512,-715.631,-3.003,H
79.699,77.731,61.262,64.648,29.555,69.242,0.169,-157.265,-3.102,H
79.38,75.443,61.503,64.866,27.466,71.81,0.702,-153.07,-1.245,H
76.296,75.832,61.854,65.215,78.824,68.974,2.506,-667.099,-2.787,H
79.221,75.156,62.566,65.993,27.216,70.986,-1.09,-937.506,-2.208,H
77.247,74.656,63.23,63.204,20.681,70.305,-2.668,-208.305,-2.665,H
77.485,75.19,61.259,63.306,12.546,69.039,-3.38,-819.793,-3.57,H
76.471,75.376,64.435,63.976,19.569,70.841,-2.053,-981.537,-3.845,H
79.601,74.977,64.112,65.215,6.991,71.533,-0.73,-567.257,-1.293,H
78.243,76.603,62.418,63.189,24.995,70.936,-1.304,-749.389,-3.039,H
79.62,75.559,64.748,64.991,9.017,68.875,-0.47,-615.878,-2.516,H
79.638,77.471,63.557,64.941,2.846,69.376,2.597,-352.258,-2.675,H
76.41,74.714,63.127,64.759,47.247,70.092,-1.111,-548.238,-0.424,H
76.126,75.467,64.775,64.054,46.29,68.202,1.222,-986.072,-3.485,H
76.065,75.198,61.757,64.151,56.256,69.954,-1.416,-785.9,-2.579,H
77.737,77.925,63.467,64.096,2.979,70.88,-0.301,-468.445,-1.572,H
78.183,74.371,63.9,62.714,28.627,70.821,2.218,-399.459,-3.831,H
76.72,76.416,62.176,63.328,65.662,69.974,-1.213,-685.883,-0.824,H
77.764,75.414,62.546,64.649,42.245,68.178,-0.7,-922.343,-2.193,H
79.699,76.526,64.383,65.911,61.865,69.979,-1.646,-7.06,-0.32,H
77.977,77.062,61.475,62.795,37.697,70.67,1.02,-929.748,-1.138,H
76.904,74.218,62.86,65.096,15.535,70.341,-0.384,-246.874,-0.224,H
79.499,77.692,61.903,62.197,78.836,70.584,0.976,-26.514,-0.494,H
79.746,74.212,61.361,64.885,4.597,70.094,1.276,-834.024,-2.803,H
77.671,77.922,62.576,65.101,88.386,70.887,-0.171,-351.469,-3.517,H
79.042,77.734,62.768,63.997,40.194,69.012,-1.482,-41.95,-0.694,H
78.58,75.152,64.043,65.807,46.027,69.643,-3.507,-613.961,-0.658,H
76.963,76.866,61.17,64.792,10.114,69.281,-3.75,-472.255,-0.396,H
77.88,74.456,64.247,62.768,34.941,70.907,0.945,-560.75,-0.818,H
77.915,75.283,61.567,65.35,58.029,70.656,-1.951,-335.511,-3.294,H
76.89,75.458,64.416,64.434,16.951,69.037,-2.111,-665.861,-1.938,H
76.1,74.845,61.963,63.783,27.526,71.241,-0.532,-10.987,-1.451,H
76.032,74.314,61.446,62.631,61.733,71.925,-2.818,-780.786,-3.395,H
77.197,74.031,61.426,63.806,83.148,71.09,-0.46,-564.371,-2.521,H
76.124,75.259,62.671,65.899,40.072,68.532,-1.731,-70.726,-3.482,H
78.466,75.901,61.217,64.092,54.832,71.119,-0.359,-977.595,-2.031,H
77.885,77.549,62.584,65.777,35.942,69.69,0.758,-995.874,-3.724,H
76.037,75.403,61.114,64.917,53.407,70.201,0.996,-653.307,-1.949,H
79.637,74.321,61.362,65.143,7.713,68.531,2.359,-952.333,-2.377,H
77.192,76.662,61.334,62.923,10.298,70.25,-1.54,-291.937,-3.888,H
76.183,77.502,64.979,64.635,69.756,68.02,2.781,-701.884,-3.407,H
78.089,76.241,64.308,62.48,83.3,71.997,0.66,-691.094,-0.826,H
78.991,77.345,63.028,63.559,81.06,68.307,-1.582,-51.297,-3.16,H
79.023,74.795,62.927,62.9,2.704,69.279,2.282,-319.968,-3.969,H
77.011,74.201,61.409,62.351,7.426,69.468,-3.531,-96.799,-1.018,H
77.552,77.278,61.218,65.235,80.51,69.77,-1.863,-89.495,-2.301,H
77.487,76.673,61.972,65.916,33.868,68.548,-3.865,-707.135,-1.26,H
79.171,77.717,61.619,63.529,65.646,70.862,-0.987,-275.573,-2.703,H
79.049,74.364,63.737,64.346,54.811,68.946,1.57,-940.409,-3.656,H
77.215,75.24,62.866,62.73,55.558,69.068,1.587,-893.054,-3.638,H
76.325,76.188,63.185,64.513,42.704,70.028,-1.843,-392.408,-0.293,H
79.789,77.251,63.604,65.361,48.507,69.294,0.75,-291.974,-0.666,H
76.276,75.166,64.013,64.928,9.642,69.638,-1.889,-431.651,-1.763,H
77.358,77.774,63.938,65.217,35.475,70.832,-2.661,-629.065,-2.045,H
76.206,77.415,64.361,63.369,60.467,70.447,-0.943,-244.514,-3.559,H
78.725,75.947,63.961,65.515,21.075,69.993,0.475,-239.95,-0.172,H
79.027,77.956,62.705,63.403,39.042,70.841,2.622,-538.279,-0.85,H
79.19,76.412,61.58,65.194,10.601,70.262,-1.873,-787.692,-1.108,H
78.344,75.291,63.786,64.544,51.988,69.887,-2.732,-527.679,-2.994,H
78.557,74.225,62.096,62.206,43.061,70.1,2.031,-696.944,-0.895,H
77.904,74.702,61.493,62.042,62.63,69.621,-3.764,-957.418,-3.288,H
76.828,77.548,63.515,64.575,71.513,68.576,1.742,-795.258,-2.653,H
77.377,76.267,64.539,64.24,39.16,68.946,-2.016,-382.036,-0.21,H
77.024,76.473,64.835,64.424,54.744,71.374,-2.558,-102.391,-3.166,H
77.127,76.045,64.704,64.369,22.051,71.84,1.581,-109.654,-0.788,H
76.619,76.821,61.142,64.284,7.291,70.961,2.111,-692.941,-2.033,H
78.668,76.503,62.314,64.29,26.241,68.643,0.476,-639.222,-0.29,H
79.366,75.846,63.054,63.725,29.434,69.04,-3.985,-698.019,-2.258,H
77.408,75.45,63.187,63.843,36.094,71.869,1.983,-320.965,-2.13,H
78.782,76.827,64.451,64.524,27.434,71.937,0.188,-133.795,-3.228,H
79.325,74.602,62.433,63.209,45.74,69.431,0.928,-341.116,-0.416,H
78.156,76.724,63.957,65.564,43.158,68.726,2.681,-37.643,-3.025,H
63.366,77.105,75.022,77.917,36.338,72.835,-910.757,-1.735,3.494,I
64.353,77.404,77.24,77.114,77.174,72.659,-906.318,-1.674,-0.081,I
64.402,74.702,74.484,77.942,14.972,70.689,-360.976,-0.469,-1.437,I
64.698,77.021,75.912,77.753,38.203,72.827,-443.946,-1.939,-2.152,I
64.923,74.298,74.58,74.751,65.471,71.631,-151.131,0.148,0.008,I
62.066,76.981,74.882,75.242,51.421,71.601,-824.347,-0.187,5.657,I
62.647,74.43,77.973,75.06,62.297,71.202,-541.594,0.176,4.057,I
61.624,75.578,74.462,77.706,16.631,70.373,-300.857,-0.485,-2.23,I
61.189,76.239,74.007,77.422,84.772,69.161,-896.955,0.046,-0.506,I
61.792,76.682,74.608,77.684,28.196,72.023,-107.229,0.871,-0.57,I
64.24,77.275,75.441,77.342,58.707,70.505,-692.808,-0.113,4.853,I
63.197,76.331,76.69,74.597,16.498,71.637,-450.635,-0.408,2.647,I
64.809,77.322,77.297,75.201,7.448,72.58,-588.265,0.175,0.476,I
62.687,77.835,75.125,75.889,71.52,72.112,-23.637,-0.727,-2.758,I
64.187,77.391,76.328,75.0,54.027,72.667,-822.009,-1.521,-2.499,I
63.006,77.776,74.937,75.914,71.675,70.957,-182.004,0.873,3.262,I
64.154,76.195,77.295,76.908,21.208,69.388,-78.063,0.158,3.067,I
61.79,76.669,77.827,75.21,45.532,70.161,-575.719,-1.827,2.16,I
64.785,77.303,77.837,75.163,65.03,71.576,-279.499,0.413,0.924,I
62.715,77.74,76.756,74.949,71.952,69.412,-592.129,-0.905,-0.86,I
62.029,74.33,76.998,75.387,19.996,72.013,-659.046,0.265,-2.333,I
63.467,76.743,76.761,74.981,53.707,72.269,-647.811,-0.879,0.645,I
61.191,75.271,77.722,76.57,26.562,72.154,-833.618,-0.314,0.273,I
63.668,74.519,75.495,77.513,18.055,72.677,-313.055,-1.6,-0.992,I
61.356,74.859,75.866,75.334,55.269,70.367,-683.677,-0.493,0.476,I
64.787,74.902,75.692,74.889,50.212,70.663,-638.863,0.309,1.269,I
64.612,77.478,76.648,77.357,66.213,71.623,-711.973,0.777,-0.218,I
63.347,77.026,74.843,76.98,30.538,70.546,-24.493,-0.49,1.948,I
63.788,76.0,74.192,75.43,67.336,69.095,-337.115,-1.268,0.756,I
64.636,77.314,74.709,77.721,4.328,72.661,-545.719,-0.371,2.537,I
64.064,74.877,74.968,77.881,40.108,70.371,-483.916,-1.6,5.649,I
64.375,76.518,74.857,74.827,60.951,72.746,-548.555,-1.764,3.821,I
63.512,76.941,74.572,74.125,39.847,72.448,-20.574,-0.912,-2.84,I
63.431,75.075,74.876,74.705,31.79,70.224,-269.699,-1.238,5.698,I
64.027,75.395,74.936,77.9,27.549,71.891,-321.138,0.346,0.247,I
61.07,77.521,74.624,74.808,30.758,69.109,-958.208,-0.584,1.773,I
64.911,76.434,76.779,76.6,77.412,71.029,-973.594,0.243,2.701,I
64.738,76.881,77.942,74.873,0.996,71.349,-992.9,-1.47,4.423,I
64.039,77.59,74.708,75.966,27.829,71.573,-604.473,0.827,-1.07,I
64.708,76.513,74.978,74.285,66.588,71.598,-17.674,0.194,1.714,I
63.306,77.995,74.005,76.671,69.398,72.748,-499.05,-1.508,-1.059,I
63.145,74.856,75.923,74.65,50.358,70.583,-515.703,-1.155,-0.378,I
61.636,74.508,75.557,76.278,10.933,71.755,-50.404,-0.836,-2.205,I
62.632,76.569,74.826,75.844,51.892,71.446,-731.841,-1.174,0.173,I
64.405,76.276,76.692,74.948,83.208,71.488,-321.302,-0.675,0.961,I
64.063,75.026,75.18,75.868,77.91,71.012,-419.965,-1.196,-2.031,I
63.943,75.883,77.968,76.33,38.103,72.898,-329.078,-0.01,2.237,I
63.378,75.6,77.5,75.935,21.97,69.1,-245.684,0.955,3.367,I
64.265,76.019,75.158,76.753,81.239,69.873,-378.254,-0.111,-0.443,I
62.387,74.763,77.765,75.602,4.085,72.939,-396.076,-0.318,5.792,I
63.491,76.473,76.344,74.01,89.198,71.836,-29.075,-0.809,0.145,I
63.034,77.617,77.566,74.72,47.258,69.849,-359.99,-1.35,-0.343,I
64.016,74.344,77.381,75.896,43.637,71.575,-85.06,0.403,-2.333,I
63.056,76.184,76.537,75.891,29.101,70.472,-319.9,0.433,1.973,I
62.924,75.223,75.121,74.247,31.945,70.406,-341.873,-1.346,2.654,I
62.183,74.079,75.323,74.996,31.816,69.852,-780.907,-0.159,4.41,I
63.719,76.877,77.968,74.356,85.48,70.298,-935.585,0.421,2.75,I
62.449,76.286,75.959,74.937,20.058,69.281,-250.635,0.657,2.307,I
61.91,77.879,77.977,76.374,23.803,71.086,-424.755,-0.67,-0.244,I
63.962,74.273,74.054,77.746,43.152,69.063,-451.703,-1.148,5.266,I
62.022,75.658,76.004,74.851,89.865,69.843,-427.656,0.605,2.073,I
63.833,77.243,76.986,77.19,77.721,72.858,-456.185,-1.902,1.868,I
61.052,74.334,74.013,75.277,26.759,71.246,-991.752,0.882,-2.06,I
63.96,75.236,76.691,76.321,43.597,70.601,-804.954,0.838,0.648,I
61.891,77.038,77.522,75.164,29.21,72.265,-956.712,-1.131,2.972,I
63.791,75.047,77.436,77.264,51.432,72.327,-773.24,0.167,2.919,I
64.023,74.252,75.032,76.166,71.407,72.574,-766.958,-1.661,1.626,I
61.461,74.33,77.51,74.338,73.61,72.458,-992.724,0.787,5.463,I
62.807,76.113,77.497,74.705,31.453,71.993,-109.621,-0.046,-2.46,I
61.42,75.576,76.77,76.425,81.001,70.151,-793.02,0.778,-2.352,I
61.736,77.787,77.221,77.768,6.609,71.654,-911.806,-1.737,3.406,I
64.831,74.82,75.173,74.34,22.623,71.049,-169.074,-0.43,-1.59,I
64.568,76.556,77.0,76.793,14.061,70.323,-717.333,0.837,1.767,I
62.114,75.712,74.969,74.491,56.357,72.691,-190.414,0.175,3.347,I
62.959,77.43,74.911,76.698,30.713,70.801,-27.005,-0.701,5.761,I
61.705,74.574,74.791,74.164,46.401,70.29,-124.568,-0.665,4.822,I
61.091,75.861,76.293,77.504,14.22,69.839,-916.894,0.517,3.036,I
63.94,76.015,76.409,76.581,80.936,71.506,-393.198,0.802,2.555,I
61.016,77.149,74.696,76.245,5.155,70.287,-495.713,-1.121,-1.128,I
61.695,75.028,76.2,77.213,4.553,69.888,-875.393,-1.06,-0.115,I
63.599,77.713,74.484,77.223,62.627,72.516,-631.619,-1.69,-0.524,I
62.879,77.662,75.673,76.349,32.487,72.393,-798.844,-1.748,2.44,I
64.573,76.002,75.534,77.844,21.053,71.772,-731.407,-1.472,3.783,I
62.693,77.182,77.772,75.089,32.849,69.368,-547.48,0.941,5.692,I
62.522,74.196,74.681,74.935,62.546,71.882,-966.637,-0.399,2.776,I
63.566,75.695,74.552,75.784,69.11,69.735,-685.427,-0.352,0.438,I
62.756,76.828,77.091,75.674,53.878,70.36,-273.976,0.267,-2.157,I
61.699,76.415,76.727,74.867,73.871,71.682,-498.368,-1.376,-0.257,I
63.028,74.004,75.595,77.396,61.592,72.343,-226.225,-0.988,0.857,I
63.23,76.683,76.468,74.866,50.867,72.542,-819.717,-0.6,2.789,I
61.19,76.149,74.125,76.503,72.249,69.756,-17.437,-1.841,-1.093,I
64.044,76.244,74.747,75.084,32.16,71.358,-793.888,0.934,-2.695,I
63.316,77.359,76.701,75.309,25.594,72.09,-705.373,-0.128,2.982,I
64.863,76.67,77.269,75.82,43.724,69.212,-960.153,-0.121,5.609,I
64.826,75.341,75.348,74.718,33.684,72.952,-155.194,-0.611,2.379,I
62.982,76.765,75.758,74.543,42.373,72.751,-845.339,-0.855,-2.201,I
62.152,77.08,77.436,75.655,14.856,69.826,-233.252,-0.96,4.445,I
63.449,74.998,74.684,74.458,72.918,70.909,-901.828,0.082,1.995,I
61.458,76.397,74.262,74.924,68.012,71.69,-192.099,-0.109,-1.015,I
61.941,76.169,77.083,74.836,58.457,70.718,-845.444,-0.848,1.951,I
62.413,77.754,75.029,75.036,74.722,71.572,-384.999,-84.186,1.237,J
64.865,74.075,77.148,75.928,72.651,70.837,-95.639,-567.936,-1.716,J
62.987,76.498,77.959,76.973,39.059,69.122,-200.623,-706.887,0.074,J
63.836,75.378,77.388,77.332,15.192,69.678,-221.242,-997.451,-1.606,J
63.14,76.829,77.334,76.781,54.5,69.381,-338.17,-642.724,-0.673,J
61.025,74.86,75.096,75.298,8.914,70.31,-280.37,-545.815,-3.043,J
61.538,76.981,75.305,77.223,49.264,69.727,-297.235,-432.478,-1.775,J
64.121,76.357,77.134,75.568,73.871,70.271,-245.153,-169.69,0.782,J
62.098,76.083,76.697,77.81,86.615,69.037,-407.697,-603.295,-1.894,J
64.618,74.513,76.323,75.53,15.114,69.486,-982.741,-108.365,-0.807,J
61.07,77.791,75.893,75.372,77.229,72.28,-397.19,-561.323,-3.816,J
62.507,75.044,77.171,74.619,18.084,70.9,-483.251,-171.233,-0.902,J
61.21,76.848,75.929,77.824,72.408,69.575,-962.882,-803.679,-0.116,J
62.116,75.661,75.963,76.742,17.668,72.902,-851.246,-701.508,-3.278,J
61.412,74.083,76.461,77.149,81.409,70.848,-349.837,-981.537,-1.675,J
61.516,77.506,77.122,75.053,56.068,69.689,-808.46,-812.046,-3.827,J
62.884,76.42,76.326,77.434,23.965,70.517,-895.988,-114.372,-1.308,J
63.29,75.766,76.05,77.227,22.78,72.783,-231.777,-114.084,-3.074,J
63.738,75.445,74.464,77.445,67.283,69.46,-473.897,-717.425,-0.952,J
61.313,75.604,75.2,75.102,11.981,71.109,-332.348,-100.3,-2.948,J
61.819,77.963,77.058,77.847,50.741,72.005,-869.353,-494.876,-3.103,J
61.074,75.595,76.106,75.215,48.704,69.313,-939.551,-797.894,-1.262,J
62.249,74.611,74.169,75.487,38.699,72.71,-330.163,-268.628,-0.55,J
63.166,77.075,74.273,77.029,48.279,71.284,-854.195,-393.291,-2.436,J
64.345,76.937,74.824,74.43,87.862,69.272,-260.03,-568.412,-3.548,J
63.93,76.658,76.137,76.586,35.303,70.98,-132.16,-390.037,1.814,J
63.648,77.453,76.088,74.697,82.949,69.147,-983.901,-216.739,1.697,J
63.018,77.019,74.037,74.616,81.134,71.703,-281.947,-496.254,-0.211,J
61.694,75.703,76.36,77.246,88.804,72.419,-676.671,-525.0,1.311,J
61.307,75.32,74.306,75.207,58.007,72.018,-376.184,-593.031,-1.423,J
64.943,77.966,76.033,76.804,38.917,69.362,-71.115,-85.174,0.024,J
62.838,77.488,75.286,76.719,39.66,69.195,-413.601,-798.236,-0.304,J
63.55,76.865,74.12,77.705,85.468,70.712,-314.507,-883.57,-3.441,J
64.021,77.578,77.288,74.804,65.711,70.127,-800.816,-643.844,-0.416,J
64.722,77.692,74.083,77.194,56.263,70.169,-857.936,-97.646,-0.237,J
62.488,76.758,76.701,76.773,3.927,72.394,-890.994,-175.554,-3.802,J
62.915,75.229,76.967,74.138,33.639,72.283,-490.607,-528.168,-2.321,J
62.571,75.493,76.833,76.693,76.192,72.175,-139.43,-264.654,-1.915,J
62.331,75.504,75.536,77.271,19.118,71.996,-662.742,-697.146,-0.564,J
61.88,75.345,74.836,76.192,73.784,72.172,-422.891,-708.569,-1.247,J
64.372,77.246,75.449,74.342,52.061,69.294,-911.4,-310.731,-0.446,J
63.079,74.172,75.595,76.478,24.428,71.681,-394.686,-630.728,-3.383,J
63.558,75.444,77.577,77.16,27.501,71.724,-295.84,-249.061,-3.339,J
63.507,76.482,77.856,74.172,8.208,71.608,-279.474,-456.963,0.343,J
63.609,77.696,76.283,76.388,82.502,71.414,-693.134,-76.257,0.992,J
63.994,77.689,77.062,74.462,26.172,72.445,-836.73,-135.745,-3.204,J
64.49,75.542,75.186,75.38,79.959,71.135,-343.625,-886.622,0.3,J
61.303,75.844,75.528,77.76,31.403,70.253,-616.393,-645.53,-3.418,J
61.85,76.218,75.784,76.982,21.696,71.015,-412.95,-686.638,1.468,J
61.034,74.084,77.598,75.62,8.571,69.123,-184.807,-808.882,-0.697,J
63.567,77.699,76.264,77.541,27.787,71.097,-551.966,-466.421,-2.143,J
64.538,75.046,74.857,77.426,16.885,72.164,-372.755,-444.04,-0.212,J
62.865,76.57,75.362,75.875,28.781,72.682,-984.252,-140.088,-0.515,J
64.302,74.382,75.401,76.633,35.82,70.766,-588.825,-722.559,1.158,J
61.474,75.1,77.674,76.97,73.926,71.556,-142.271,-877.104,0.467,J
63.307,75.231,76.938,75.385,15.378,69.738,-496.89,-194.394,-2.236,J
61.309,76.786,74.902,74.929,43.395,69.563,-491.452,-995.651,-3.556,J
63.913,77.291,76.374,74.871,12.481,69.583,-164.978,-368.437,-0.563,J
62.46,75.338,75.132,76.398,80.848,71.503,-184.63,-446.862,-3.188,J
64.913,75.831,75.893,75.785,76.596,71.575,-167.707,-720.643,-1.83,J
64.918,76.463,74.659,77.19,59.146,72.31,-582.342,-80.676,-3.964,J
64.704,74.016,75.585,76.148,34.055,70.761,-462.324,-59.148,0.782,J
64.887,74.296,75.93,76.235,65.984,71.93,-460.836,-359.595,0.161,J
63.082,77.189,74.567,77.116,11.205,69.668,-503.785,-85.572,-1.794,J
62.223,77.106,76.597,76.571,34.809,69.319,-137.298,-800.2,0.069,J
62.379,74.65,75.679,76.582,46.034,71.775,-22.912,-503.513,1.234,J
62.219,74.822,75.086,74.134,80.848,70.082,-988.809,-318.515,1.792,J
62.392,76.268,76.895,74.783,20.871,72.7,-296.763,-184.929,-0.01,J
62.261,75.25,77.773,77.284,63.575,71.092,-150.479,-725.524,-0.501,J
62.369,75.155,74.703,76.59,50.923,71.267,-694.082,-860.833,-2.824,J
61.629,74.031,74.563,77.399,14.952,71.635,-652.404,-989.411,1.134,J
61.735,77.819,76.23,74.333,89.993,69.722,-171.044,-448.309,-3.956,J
61.534,76.426,77.763,74.565,80.016,72.835,-628.88,-740.069,-3.841,J
64.915,76.847,74.859,74.579,56.829,70.347,-628.426,-793.339,-3.966,J
61.33,77.242,77.928,74.788,19.84,72.48,-942.999,-300.653,-0.926,J
63.235,77.677,76.229,75.694,50.053,72.511,-388.616,-134.275,0.17,J
62.165,77.138,74.162,76.504,30.602,71.59,-105.628,-235.834,-2.492,J
63.739,74.567,77.537,74.308,79.622,69.271,-977.39,-472.048,-2.157,J
64.332,77.553,76.539,75.096,80.546,69.223,-374.994,-158.53,1.143,J
64.938,74.648,74.141,77.192,42.742,69.555,-637.546,-858.934,-0.889,J
61.11,77.434,74.359,76.913,42.34,72.219,-593.684,-43.068,0.254,J
62.179,74.725,74.354,77.309,35.786,69.53,-288.082,-351.055,0.495,J
62.089,75.639,75.6,75.678,33.635,69.664,-382.391,-317.761,0.719,J
64.153,77.544,74.099,75.272,5.857,70.342,-276.287,-477.168,-0.323,J
62.645,75.299,77.168,77.951,82.989,69.556,-272.194,-952.866,1.249,J
62.903,75.318,77.391,74.171,50.506,71.195,-286.593,-944.788,1.514,J
64.737,76.461,77.144,74.509,88.637,70.101,-419.767,-815.572,-1.178,J
64.851,75.629,74.299,75.541,74.351,70.053,-230.339,-995.671,0.895,J
64.084,76.619,76.378,74.351,58.417,71.552,-430.801,-236.294,1.067,J
63.691,77.698,75.805,75.441,16.53,71.828,-15.802,-84.687,-2.304,J
61.646,75.338,76.436,74.683,81.064,70.045,-177.769,-785.351,-1.676,J
61.616,77.864,77.363,74.792,71.183,71.044,-464.786,-185.118,-3.178,J
61.529,75.645,75.67,74.932,44.88,69.954,-902.258,-818.671,-2.464,J
63.364,77.153,75.248,77.286,32.499,72.195,-810.886,-876.363,-0.547,J
63.702,76.489,74.326,74.104,50.067,71.236,-595.932,-489.863,1.432,J
63.034,76.468,75.74,74.872,37.477,72.036,-87.751,-480.072,1.209,J
63.335,75.442,75.216,77.39,9.977,71.924,-495.161,-903.34,1.087,J
64.914,74.085,76.919,74.621,65.834,72.629,-746.01,-168.839,-0.896,J
61.255,76.623,74.219,74.297,19.234,71.897,-449.253,-485.179,-0.912,J
61.79,74.85,77.179,77.996,49.893,72.403,-997.224,-648.874,-0.208,J
76.298,73.676,66.348,63.536,90.0,67.843,-553.743,-294.085,1.86,K
77.547,74.272,67.456,65.557,90.0,68.946,-308.012,-620.049,2.749,K
77.384,73.671,68.556,65.442,90.0,67.57,-256.418,-625.948,-0.671,K
74.095,73.736,68.09,63.454,90.0,69.196,-590.968,-798.809,0.532,K
76.71,76.536,68.9,64.637,90.0,69.199,-259.947,-721.935,-1.652,K
74.901,74.983,65.545,64.456,90.0,67.342,-172.846,-760.468,2.143,K
76.904,76.592,66.568,65.361,90.0,68.333,-848.309,-770.709,-1.498,K
75.708,75.169,67.914,66.715,90.0,68.007,-941.98,-898.358,0.706,K
76.169,76.764,68.039,63.557,90.0,69.477,-102.952,-583.868,2.181,K
77.529,76.512,67.804,66.998,90.0,69.751,-551.638,-594.739,0.205,K
76.976,75.027,66.423,65.814,90.0,69.975,-220.749,-840.642,1.691,K
74.32,75.023,68.21,64.476,90.0,67.001,-870.261,-933.702,-1.676,K
75.355,75.392,68.512,66.247,90.0,68.121,-614.854,-288.987,-0.52,K
76.71,74.901,68.413,66.087,90.0,69.429,-984.495,-361.309,1.407,K
74.75,75.197,66.095,65.003,90.0,67.476,-369.02,-475.344,2.639,K
76.689,76.315,65.984,65.979,90.0,67.461,-232.08,-700.643,-0.931,K
76.457,76.734,67.871,65.269,90.0,69.985,-455.532,-381.343,-1.587,K
74.822,74.099,67.898,65.102,90.0,68.446,-469.212,-292.361,0.559,K
77.505,73.129,67.236,66.83,90.0,69.276,-511.003,-147.235,2.458,K
77.713,73.401,67.494,63.632,90.0,67.477,-673.755,-298.011,0.454,K
77.586,74.807,67.426,66.143,90.0,66.742,-554.512,-24.929,-0.026,K
75.383,74.674,67.048,65.34,90.0,66.739,-723.323,-436.305,0.962,K
75.961,73.539,65.807,65.434,90.0,68.034,-155.256,-693.963,1.524,K
76.906,76.325,67.088,65.825,90.0,68.895,-356.338,-462.453,2.866,K
75.253,74.436,66.384,63.091,90.0,68.158,-924.162,-86.992,0.64,K
74.838,75.532,68.374,64.517,90.0,68.226,-84.922,-782.786,0.665,K
74.704,74.448,67.914,64.972,90.0,69.954,-862.646,-134.595,0.585,K
75.336,75.941,68.06,66.111,90.0,69.546,-731.282,-709.237,0.176,K
74.04,73.349,65.313,63.422,90.0,67.461,-897.637,-239.866,0.915,K
75.321,76.773,68.714,64.715,90.0,66.944,-469.145,-587.889,2.268,K
74.827,76.177,66.511,65.167,90.0,67.158,-445.697,-576.443,1.852,K
74.12,76.797,67.1,64.99,90.0,68.405,-263.86,-240.633,0.592,K
76.077,75.019,68.481,66.294,90.0,68.492,-879.252,-140.173,-0.644,K
75.242,74.7,65.097,64.563,90.0,67.469,-156.022,-869.046,1.03,K
75.266,73.439,68.167,65.856,90.0,69.854,-760.058,-852.768,1.72,K
77.73,73.296,65.928,64.643,90.0,68.466,-992.646,-738.574,-1.524,K
75.569,73.078,66.834,64.876,90.0,69.849,-763.606,-860.878,-0.171,K
76.513,74.04,65.166,63.439,90.0,67.821,-546.235,-557.093,1.07,K
75.058,75.317,66.671,66.356,90.0,69.614,-980.965,-102.926,-1.538,K
76.331,73.663,66.628,66.384,90.0,69.606,-246.522,-476.972,2.066,K
